Name X Y BlueF GreenF RedF Size RadialVelocity
DG3936 30.3882 44.7483 6.674e-16 5.339e-16 2.234e-16 97.762 543.97
DG3951 -22.4110 36.4229 4.571e-15 3.763e-15 1.103e-15 281.6214 325.76
DG3952 -21.0211 37.6715 1.612e-15 1.296e-15 5.711e-16 164.9053 327.24
DG3953 -24.5217 36.2740 1.713e-15 1.389e-15 5.990e-16 153.7403 327.77
DG3954 -20.4123 35.7505 1.745e-15 1.523e-15 6.073e-16 174.5266 320.97
DG3955 -21.9722 35.9145 1.638e-15 1.393e-15 5.738e-16 152.9377 323.48
DG3956 -21.4773 33.6359 2.417e-15 2.036e-15 7.113e-16 178.9219 320.22
DG3957 -23.5494 36.7139 2.264e-15 1.771e-15 7.359e-16 214.1972 321.98
DG3958 -21.5652 37.7366 1.925e-15 1.425e-15 6.577e-16 175.4917 326.75
DG3959 -21.9273 35.8814 1.159e-15 9.639e-16 3.947e-16 340.1076 324.79
DG3960 -21.7539 34.8684 1.134e-15 1.037e-15 4.243e-16 211.1027 324.61
DG3961 -23.2670 36.8287 1.255e-15 9.671e-16 4.508e-16 305.9862 328.43
DG3962 -22.3902 35.5071 1.239e-15 9.765e-16 3.979e-16 389.608 327.25
DG3963 -22.0059 37.9307 1.478e-15 1.455e-15 5.830e-16 166.8337 320.8
DG3964 -23.3108 36.6040 1.305e-15 1.059e-15 4.507e-16 318.6178 321.72
DG3965 -22.1398 34.5878 1.805e-15 1.684e-15 7.405e-16 177.4779 327.1
DG3966 -24.6973 36.5739 1.189e-15 8.737e-16 4.009e-16 215.1749 325.2
DG3967 -21.1002 34.2679 1.501e-15 1.270e-15 5.700e-16 181.61 327.28
DG3968 -21.8039 36.2436 1.132e-15 8.589e-16 3.909e-16 362.3425 320.43
DG3969 -20.2815 35.9015 1.240e-15 9.744e-16 4.286e-16 186.4385 324.12
DG3970 -22.9098 37.8904 1.232e-15 1.038e-15 4.331e-16 267.5996 319.53
DG3971 -21.7095 33.8899 1.777e-15 1.517e-15 6.193e-16 171.6854 329.26
DG3972 -21.6502 34.3576 1.704e-15 1.204e-15 5.088e-16 165.5677 325.15
DG3973 -21.1092 36.9447 2.248e-15 1.839e-15 7.186e-16 213.7375 324.21
DG3974 -23.6730 38.7642 1.609e-15 1.305e-15 6.151e-16 174.2948 324.95
DG3975 -20.2502 37.2534 6.460e-26 1.644e-27 7.133e-33 264.5963 326.45
DG3976 -21.3762 37.0470 1.153e-15 9.802e-16 3.896e-16 219.1182 321.89
DG3977 -22.2051 37.0944 1.113e-15 1.022e-15 4.276e-16 421.5195 328.26
DG3978 -22.5893 36.5489 1.273e-15 9.495e-16 3.908e-16 242.5626 323.11
DG3979 -24.0883 38.2169 1.856e-15 1.342e-15 6.442e-16 193.0274 321.77
DG3980 -21.6631 35.1811 1.239e-15 1.119e-15 4.814e-16 352.267 323.55
DG3981 35.1343 -17.4571 1.923e-15 1.518e-15 4.531e-16 190.4687 440.95
DG3982 35.2212 -17.9305 7.138e-16 5.463e-16 2.506e-16 108.5031 443.87
DG3983 35.5074 -17.4486 5.481e-26 1.329e-27 6.490e-33 141.6124 441.36
DG3984 35.6060 -17.4924 1.026e-15 8.399e-16 3.108e-16 116.4371 444.53
DG3985 35.3824 -17.8722 7.084e-16 5.696e-16 2.459e-16 97.2438 445.12
DG3986 34.8538 -17.7298 6.429e-16 4.844e-16 2.123e-16 110.7173 443.71
DG3987 35.1386 -17.2314 4.947e-16 4.170e-16 1.882e-16 129.471 444.3
DG3988 35.0916 -16.8816 7.336e-16 6.035e-16 2.825e-16 119.104 443.96
DG3989 35.1348 -17.5105 5.618e-26 1.456e-27 6.527e-33 127.9828 444.13
DG3990 35.4387 -17.1381 7.074e-16 6.626e-16 2.961e-16 136.9189 442.75
DG4060 -44.0674 -18.3545 1.219e-14 9.066e-15 2.769e-15 799.1609 170.5
DG4062 -44.2178 -16.4477 3.131e-15 2.369e-15 1.109e-15 477.7161 170.26
DG4063 -42.4603 -17.1731 1.151e-25 2.869e-27 1.373e-32 289.9662 169.03
DG4064 -41.9725 -18.3464 3.764e-15 2.885e-15 1.231e-15 547.0568 169.94
DG4065 -41.7598 -18.8137 4.723e-15 4.197e-15 1.768e-15 253.7026 175.84
DG4067 -42.9779 -19.9503 5.482e-15 3.974e-15 1.854e-15 332.2704 170.93
DG4068 -43.9469 -19.4411 6.921e-15 5.496e-15 2.144e-15 320.9918 175.83
DG4069 -44.3574 -16.3677 4.615e-15 3.765e-15 1.679e-15 293.3119 175.46
DG4073 -44.9228 -17.0814 2.887e-15 2.359e-15 1.207e-15 353.3121 172.46
DG4074 -41.1992 -17.7833 4.379e-15 3.838e-15 1.608e-15 289.2645 168.42
DG4076 -41.9325 -17.0021 4.657e-15 3.958e-15 1.779e-15 319.3908 170.69
DG4077 -44.4712 -21.0066 1.128e-25 2.791e-27 1.373e-32 383.1814 171.93
DG4078 -41.8783 -17.9827 3.209e-15 2.477e-15 1.161e-15 462.5698 172.63
DG4079 -42.4736 -20.2588 5.280e-15 3.974e-15 1.901e-15 346.7687 172.8
DG4080 -44.9982 -17.9275 2.951e-15 2.404e-15 1.091e-15 594.116 170.44
DG4086 8.9914 -13.4186 1.100e-15 8.192e-16 2.692e-16 198.8484 593.58
DG4087 8.8383 -13.5679 3.050e-16 2.625e-16 1.185e-16 148.1536 592.35
DG4088 9.3525 -13.4734 5.692e-16 4.501e-16 1.682e-16 90.6617 594.87
DG4089 9.0404 -13.1840 5.719e-16 4.282e-16 1.441e-16 71.0969 593.14
DG4090 9.3169 -13.4307 4.469e-16 3.456e-16 1.452e-16 89.1514 592.04
DG4091 8.9997 -13.4568 3.445e-16 2.940e-16 1.476e-16 76.3513 590.84
DG4092 8.6068 -13.2278 6.470e-26 1.520e-27 7.144e-33 98.4488 595.91
DG4093 9.0868 -13.6512 5.726e-26 1.524e-27 7.486e-33 81.6485 591.09
DG4094 9.0344 -13.7745 4.236e-16 3.325e-16 1.586e-16 91.5265 592.14
DG4095 9.2910 -13.2489 3.609e-16 3.070e-16 1.367e-16 73.401 592.43
DG4096 8.7588 -13.6174 5.831e-16 4.348e-16 1.743e-16 80.6753 592.98
DG4097 9.1452 -13.6366 3.535e-16 3.259e-16 1.321e-16 85.259 593.09
DG4098 8.8787 -13.2184 2.880e-16 2.259e-16 1.129e-16 103.2737 593.19
DG4099 8.8978 -13.2713 5.654e-26 1.525e-27 7.474e-33 86.2714 592.36
DG4100 9.4324 -13.6485 3.769e-16 3.414e-16 1.423e-16 75.763 593.87
DG4123 12.0115 11.1931 3.286e-16 2.877e-16 9.757e-17 130.0351 1098.25
DG4124 12.0010 11.0847 1.200e-16 1.002e-16 4.152e-17 39.0262 1103.13
DG4125 12.1337 11.1231 9.458e-17 8.352e-17 3.659e-17 74.9403 1102.62
DG4126 12.0441 11.4046 1.819e-25 4.766e-27 2.173e-32 55.6862 1103.89
DG4127 11.8845 11.3484 1.308e-16 1.077e-16 5.308e-17 46.0275 1104.72
DG4128 12.0464 11.3689 1.238e-16 1.087e-16 5.296e-17 42.6865 1100.21
DG4129 12.1536 11.3872 1.230e-16 9.906e-17 4.682e-17 42.9826 1101.72
DG4130 12.0817 11.0604 1.035e-16 7.754e-17 3.530e-17 80.1279 1100.32
DG4131 11.8783 11.2534 1.099e-16 1.033e-16 4.542e-17 40.6037 1101.36
DG4132 11.8950 11.1745 1.005e-16 8.773e-17 3.743e-17 66.9921 1100.99
DG4133 11.9814 11.1610 1.673e-16 1.461e-16 6.146e-17 36.4281 1100.84
DG4134 11.7972 11.1471 1.260e-16 1.032e-16 5.269e-17 48.56 1102.35
DG4135 12.0827 11.2518 1.866e-25 4.755e-27 2.430e-32 58.5266 1105.27
DG4136 11.8586 10.9911 1.070e-16 9.320e-17 4.427e-17 38.1246 1104.6
DG4137 12.2135 11.1094 1.197e-16 1.020e-16 4.557e-17 42.6095 1103.99
DG4138 12.0369 10.9973 1.913e-16 1.324e-16 6.228e-17 40.5769 1104.55
DG4139 11.8000 11.2777 1.784e-25 4.810e-27 2.300e-32 47.2623 1103.88
DG4140 12.1365 11.1382 1.827e-25 5.495e-27 2.339e-32 48.4261 1104.26
DG4145 18.7267 -15.3258 1.266e-15 1.168e-15 4.742e-16 223.3119 223.23
DG4154 -14.0247 -20.6452 1.278e-14 1.000e-14 3.157e-15 697.4815 132.09
DG4155 -13.6101 -19.3982 1.148e-25 2.969e-27 1.309e-32 293.3927 132.26
DG4156 -12.9199 -20.3654 5.105e-15 3.862e-15 1.585e-15 281.2968 131.72
DG4157 -13.3594 -19.4320 4.639e-15 3.776e-15 1.701e-15 292.5571 134.24
DG4158 -13.7200 -20.4488 5.457e-15 4.229e-15 2.029e-15 378.4033 134.45
DG4159 -13.4791 -19.5059 3.666e-15 3.046e-15 1.305e-15 318.268 133.81
DG4160 -14.1809 -21.8628 5.260e-15 4.211e-15 1.891e-15 345.5917 134.54
DG4161 -12.9466 -20.3207 5.414e-15 4.114e-15 1.768e-15 245.9483 133.58
DG4162 -14.5778 -20.6956 1.162e-25 2.923e-27 1.505e-32 312.321 133.03
DG4163 -13.5672 -19.3206 6.983e-15 5.617e-15 2.105e-15 350.7875 133.58
DG4164 -14.5004 -20.2622 5.602e-15 4.422e-15 1.903e-15 380.0365 133.41
DG4166 4.9387 -28.4709 1.190e-14 8.892e-15 3.011e-15 570.2952 192.99
DG4167 5.5941 -27.1220 2.982e-15 2.474e-15 1.166e-15 350.3676 191.4
DG4168 4.0727 -28.7206 4.520e-15 3.648e-15 1.714e-15 279.5191 194.83
DG4169 6.0735 -28.7262 3.217e-15 2.431e-15 1.090e-15 381.6088 189.96
DG4170 6.2391 -28.3850 4.898e-15 4.210e-15 1.666e-15 340.4326 191.24
DG4171 3.8306 -28.3234 1.053e-25 2.527e-27 1.202e-32 350.2715 190.94
DG4172 4.8566 -27.9204 3.424e-15 2.542e-15 1.122e-15 568.5038 194.35
DG4173 5.7250 -27.7218 1.060e-25 2.639e-27 1.297e-32 371.2863 192.45
DG4174 5.9631 -30.2376 5.122e-15 4.049e-15 1.787e-15 322.0355 189.97
DG4175 6.0087 -29.9879 3.277e-15 2.355e-15 1.153e-15 290.2688 194.46
DG4176 4.7889 -28.2246 1.054e-25 2.604e-27 1.383e-32 382.7681 189.8
DG4177 3.8041 -27.1659 1.095e-25 2.788e-27 1.287e-32 383.8388 192.44
DG4178 3.9313 -28.7276 4.623e-15 3.451e-15 1.543e-15 228.5084 190.83
DG4179 5.2973 -27.1000 4.089e-15 3.562e-15 1.562e-15 280.8178 189.19
DG4180 3.8483 -28.3727 3.559e-15 2.789e-15 1.172e-15 398.363 194.02
DG4218 36.7141 39.7922 2.257e-16 2.165e-16 8.780e-17 92.1676 611.43
DG4278 -15.6662 44.2440 2.451e-15 1.906e-15 9.402e-16 210.53 192.99
DG4279 -15.9722 44.3205 1.743e-15 1.178e-15 6.089e-16 494.7083 192.82
DG4300 -9.4638 39.6634 8.073e-26 2.302e-27 1.130e-32 57.6527 789.87
DG4301 -9.3247 39.5360 2.495e-16 1.969e-16 8.692e-17 64.1507 790.19
DG4302 -9.2846 39.5463 8.422e-26 2.210e-27 1.093e-32 78.1312 790.1
DG4303 -9.2544 39.5466 2.130e-16 1.757e-16 8.049e-17 62.4385 790.31
DG4340 26.9388 -27.6269 4.073e-16 3.518e-16 1.128e-16 125.3263 972.93
DG4341 26.6846 -27.4161 1.431e-25 3.394e-27 1.752e-32 41.9125 967.92
DG4342 26.6266 -27.4734 1.686e-16 1.302e-16 6.503e-17 51.2051 972.6
DG4343 26.9680 -27.6729 1.030e-16 8.139e-17 4.031e-17 71.2053 968.29
DG4344 26.8185 -27.7683 1.103e-16 8.864e-17 4.694e-17 84.6498 965.34
DG4345 27.0263 -27.3402 1.116e-16 8.962e-17 4.462e-17 53.4201 966.82
DG4346 27.4174 -28.0112 1.428e-16 1.185e-16 5.272e-17 44.1238 968.51
DG4347 26.8667 -27.8717 2.275e-16 1.676e-16 6.901e-17 50.8942 967.82
DG4348 27.2088 -27.6500 1.591e-16 1.220e-16 5.799e-17 50.491 966.23
DG4349 26.8020 -27.5627 1.429e-16 1.342e-16 5.996e-17 51.0509 971.33
DG4350 27.2591 -27.7669 1.404e-16 1.168e-16 5.520e-17 51.7066 965.16
DG4351 26.7236 -27.9226 1.034e-16 7.934e-17 3.722e-17 64.3042 967.84
DG4352 26.7555 -27.2218 1.373e-16 1.110e-16 5.029e-17 41.7649 967.31
DG4353 27.0099 -28.0775 1.272e-16 9.947e-17 5.410e-17 47.1364 966.65
DG4354 27.0744 -27.8192 1.244e-25 3.644e-27 1.810e-32 54.4803 967.16
DG4355 27.1377 -27.4366 1.375e-25 3.518e-27 1.832e-32 63.8216 969.26
DG4356 27.3113 -27.4662 1.348e-25 3.650e-27 1.802e-32 53.2 971.55
DG4357 26.6141 -27.5392 1.347e-25 3.835e-27 1.757e-32 54.3441 965.88
DG4358 26.7404 -27.8317 1.559e-16 1.319e-16 5.867e-17 49.4057 968.77
DG4359 27.3498 -27.6735 2.172e-16 1.784e-16 7.587e-17 46.8982 971.43
DG4360 26.7801 -27.6179 1.028e-16 8.180e-17 3.653e-17 102.2263 965.8
DG4373 23.0384 32.9689 7.673e-15 6.094e-15 2.665e-15 356.803 144.05
DG4374 22.4950 32.7782 5.323e-15 4.843e-15 1.877e-15 309.6322 143.41
DG4375 22.1923 32.1385 5.740e-15 5.369e-15 2.455e-15 304.2309 144.03
DG4376 23.1539 32.1795 5.998e-15 4.845e-15 2.105e-15 387.044 143.73
DG4378 1.7622 17.0055 1.241e-25 3.532e-27 1.658e-32 63.5194 1039.94
DG4379 1.7325 16.9932 1.201e-25 3.226e-27 1.643e-32 57.4741 1038.88
DG4443 14.1625 33.6813 1.956e-16 1.613e-16 7.317e-17 44.4699 858.09
DG4444 14.1757 33.6889 1.960e-16 1.546e-16 7.323e-17 52.033 857.75
DG4576 0.9919 44.6846 1.321e-16 1.054e-16 4.916e-17 63.3206 886.23
DG4583 -31.0576 43.3844 4.320e-15 3.491e-15 1.341e-15 453.5953 120.09
DG4584 -24.5627 43.6756 1.518e-25 3.768e-27 1.571e-32 402.0722 120.37
DG4590 -26.5574 44.3970 8.760e-15 6.760e-15 2.801e-15 304.3446 121.15
DG4598 -26.4071 42.3573 4.271e-15 3.683e-15 1.696e-15 321.9399 121.33
DG4600 -27.6085 42.6646 1.400e-25 3.354e-27 1.582e-32 420.0436 115.7
DG4602 -31.2343 43.3427 6.827e-15 6.175e-15 2.550e-15 402.6749 115.95
DG4677 4.9237 -38.2819 1.102e-15 9.156e-16 3.261e-16 243.3761 267.21
DG4678 4.9858 -38.9202 6.186e-26 1.706e-27 7.460e-33 183.0598 266.55
DG4679 4.9252 -38.6145 6.699e-26 1.811e-27 7.122e-33 173.1172 268.15
DG4680 4.9603 -38.5430 1.543e-15 1.227e-15 5.249e-16 142.8531 266.77
DG4681 5.0256 -38.4740 6.377e-26 1.704e-27 7.444e-33 182.6962 266.43
DG4853 38.9585 38.1899 2.736e-16 2.336e-16 1.120e-16 73.344 782.62
DG4854 39.1136 38.2441 1.912e-16 1.508e-16 6.622e-17 68.1027 782.77
DG4882 17.1215 42.6347 4.561e-16 3.724e-16 1.606e-16 122.7298 466.13
DG4920 -9.4371 37.6338 9.609e-16 6.328e-16 2.365e-16 235.7613 645.97
DG4921 -9.3422 37.3066 2.990e-16 2.467e-16 1.139e-16 74.0451 640.81
DG4922 -9.8451 37.5845 2.978e-16 2.572e-16 1.174e-16 64.6983 648.27
DG4923 -9.0345 37.7674 4.582e-16 3.650e-16 1.532e-16 64.9261 646.21
DG4924 -9.4057 36.8565 3.178e-16 2.602e-16 1.115e-16 69.3407 646.32
DG4925 -9.2752 38.3511 3.065e-16 2.326e-16 1.132e-16 74.6925 644.7
DG4926 -9.0457 37.8806 2.935e-16 2.492e-16 1.077e-16 71.0224 647.78
DG4927 -8.9236 37.4359 6.327e-26 1.846e-27 8.469e-33 60.3939 647.12
DG4928 -9.1431 37.8866 3.406e-16 2.596e-16 1.222e-16 68.6124 647.26
DG4929 -8.9270 37.8911 7.072e-26 1.791e-27 8.212e-33 82.2829 644.86
DG4930 -9.3226 38.1794 2.051e-16 1.695e-16 7.521e-17 93.5793 643.95
DG4931 -9.3527 37.5478 3.604e-16 2.911e-16 1.249e-16 80.3442 645.72
DG4932 -9.8321 38.3883 6.508e-26 1.836e-27 8.314e-33 81.821 644.13
DG4933 -9.2581 37.9191 3.072e-16 2.697e-16 1.151e-16 74.5806 646.55
DG4934 -9.8209 37.7955 1.969e-16 1.631e-16 7.399e-17 94.7214 641.9
DG4935 -9.9678 37.6207 2.879e-16 2.550e-16 1.141e-16 70.3187 645.29
DG4936 -9.7171 37.4464 2.063e-16 1.903e-16 7.709e-17 78.3237 641.34
DG4937 -9.0261 37.4876 3.297e-16 3.008e-16 1.258e-16 80.1477 647.78
DG4938 -9.4769 37.5207 2.650e-16 2.356e-16 1.080e-16 60.9235 643.42
DG4939 -8.8325 37.0104 3.745e-16 2.945e-16 1.221e-16 69.7112 645.36
DG4940 -9.5200 37.1007 2.904e-16 2.305e-16 1.131e-16 73.1859 644.99
DG4981 15.5599 -23.1601 1.800e-16 1.553e-16 6.284e-17 107.2678 755.92
DG4982 15.6248 -23.0948 1.709e-16 1.494e-16 7.590e-17 69.6686 756.43
DG4983 15.4543 -23.1425 3.679e-16 2.844e-16 1.168e-16 76.4348 756.56
DG4984 15.4916 -23.0004 2.754e-16 2.110e-16 8.936e-17 64.4465 755.83
DG4985 15.4283 -23.2024 3.479e-16 2.816e-16 1.249e-16 70.6652 756.97
DG4986 15.5177 -23.2444 7.422e-26 1.805e-27 9.983e-33 75.0425 755.54
DG4987 15.6778 -23.0510 3.185e-16 2.301e-16 9.690e-17 65.3212 755.11
DG5031 -15.3114 -7.6588 2.888e-15 1.900e-15 6.941e-16 364.1435 397.4
DG5032 -14.8007 -7.2239 1.002e-15 8.150e-16 3.366e-16 135.7538 395.04
DG5033 -15.5791 -7.8202 1.016e-15 8.590e-16 3.529e-16 125.0874 395.38
DG5034 -14.9705 -7.3655 1.121e-15 9.519e-16 3.937e-16 140.4295 395.51
DG5035 -15.5047 -7.7137 1.052e-15 8.445e-16 3.776e-16 174.6651 395.66
DG5036 -15.5676 -7.7087 7.910e-16 5.507e-16 2.961e-16 231.0989 395.2
DG5037 -14.7669 -7.4490 1.150e-15 8.801e-16 4.148e-16 133.8238 393.5
DG5038 -16.0662 -7.7608 1.068e-15 9.232e-16 3.708e-16 129.2742 394.96
DG5039 -15.2590 -8.0178 9.485e-16 7.887e-16 3.568e-16 110.3746 396.27
DG5040 -15.2580 -8.1871 5.563e-26 1.360e-27 6.967e-33 159.3641 398.12
DG5041 -15.4445 -7.6030 5.879e-26 1.387e-27 6.329e-33 137.1717 398.23
DG5042 -15.6398 -8.0985 1.031e-15 8.430e-16 3.518e-16 136.2067 396.63
DG5043 -15.7558 -7.7063 1.134e-15 8.664e-16 4.254e-16 128.6912 397.19
DG5044 -14.9581 -7.5859 1.027e-15 9.938e-16 3.607e-16 143.4558 396.52
DG5045 -14.9039 -7.4730 1.056e-15 8.701e-16 3.936e-16 153.5051 398.13
DG5047 24.6940 -31.5493 9.825e-17 8.025e-17 3.758e-17 114.4316 982.59
DG5048 24.6239 -31.4607 1.113e-25 3.022e-27 1.582e-32 40.6846 983.35
DG5049 24.5858 -31.4352 9.662e-26 3.106e-27 1.439e-32 50.8878 982.68
DG5050 24.7993 -31.6753 1.613e-16 1.318e-16 6.313e-17 50.8677 983.49
DG5051 24.8308 -31.7243 1.582e-16 1.333e-16 6.325e-17 49.6812 981.83
DG5052 24.5207 -31.5154 1.938e-16 1.570e-16 6.873e-17 63.0077 981.45
DG5053 24.7818 -31.5586 1.948e-16 1.468e-16 7.187e-17 50.8188 983.53
DG5054 24.5172 -31.5014 1.515e-16 1.276e-16 6.041e-17 51.0406 983.99
DG5055 24.7405 -31.6827 9.376e-26 3.024e-27 1.479e-32 63.4309 983.16
DG5085 -13.1520 -8.0292 6.550e-17 5.350e-17 2.579e-17 40.4521 1261.84
DG5090 -19.0509 -31.3879 6.239e-26 1.730e-27 7.665e-33 93.9094 604.49
DG5091 -18.9726 -31.4115 3.236e-16 2.464e-16 1.265e-16 66.6165 605.49
DG5092 -19.0290 -31.3903 2.470e-16 1.943e-16 8.510e-17 93.6631 605.53
DG5286 7.9451 31.3790 8.443e-26 2.268e-27 1.077e-32 287.5447 227.33
DG5287 8.0865 30.8619 3.269e-15 2.748e-15 1.058e-15 226.4356 227.21
DG5288 7.9565 30.7965 3.237e-15 2.501e-15 1.131e-15 232.7276 226.4
DG5289 -34.0731 38.3087 1.677e-15 1.369e-15 4.527e-16 202.8548 410.06
DG5290 -34.2600 38.1391 5.491e-26 1.446e-27 7.197e-33 102.5727 410.67
DG5291 -33.6926 38.2393 6.454e-16 5.489e-16 2.362e-16 111.5713 408.98
DG5292 -33.5283 37.9028 6.178e-16 5.233e-16 2.182e-16 102.0869 412.54
DG5293 -34.5979 38.1689 6.101e-16 4.969e-16 2.469e-16 105.2661 409.22
DG5294 -34.1826 38.5459 5.325e-26 1.446e-27 6.865e-33 118.167 411.8
DG5295 -33.9202 38.5338 6.278e-16 5.343e-16 2.467e-16 111.016 409.79
DG5296 -34.2244 38.7892 6.840e-16 5.464e-16 2.269e-16 99.6046 411.48
DG5297 -33.4929 37.7618 7.572e-16 5.878e-16 2.778e-16 116.9356 410.63
DG5298 -33.4894 38.2066 5.472e-26 1.546e-27 7.187e-33 104.4691 413.38
DG5299 -34.3904 37.7613 6.560e-16 5.218e-16 2.162e-16 108.1491 410.73
DG5300 -33.5263 38.1783 6.328e-16 5.104e-16 2.323e-16 124.3386 411.3
DG5301 -10.9504 -18.6756 3.668e-16 2.594e-16 1.219e-16 97.752 528.22
DG5315 17.0340 -19.7086 1.164e-15 1.103e-15 4.238e-16 128.5557 306.04
DG5316 17.0688 -19.6996 5.816e-26 1.579e-27 6.851e-33 195.391 304.98
DG5369 43.9560 -35.2215 1.855e-16 1.402e-16 6.505e-17 51.9915 934.03
DG5370 44.0212 -35.1917 1.345e-16 1.120e-16 5.586e-17 95.6245 933.78
DG5464 28.4667 25.3370 4.458e-16 3.526e-16 1.597e-16 166.7338 467.33
DG5465 28.6097 25.6200 8.330e-16 6.824e-16 2.752e-16 88.4353 466.94
DG5466 28.5836 25.5914 5.944e-16 4.861e-16 2.122e-16 102.7034 467.78
DG5467 28.1863 25.3033 6.142e-16 4.972e-16 2.260e-16 97.06 466.46
DG5468 28.6616 25.3889 5.893e-16 4.851e-16 2.217e-16 93.2078 467.04
DG5528 9.3653 21.8998 7.108e-16 4.602e-16 1.774e-16 101.6085 802.03
DG5529 9.0979 21.9115 2.234e-16 1.725e-16 8.751e-17 59.7381 800.61
DG5530 9.0745 21.9571 8.078e-26 2.189e-27 9.747e-33 73.0373 797.89
DG5531 9.2237 21.9067 1.673e-16 1.357e-16 5.963e-17 72.8186 802.33
DG5532 9.1907 21.7308 2.405e-16 2.112e-16 9.604e-17 64.7951 799.62
DG5533 9.5581 21.9709 2.215e-16 1.769e-16 7.837e-17 56.2878 800.31
DG5534 9.5858 21.8877 2.190e-16 1.811e-16 8.020e-17 60.2597 797.82
DG5535 9.6134 22.0037 2.429e-16 2.148e-16 9.284e-17 69.7885 801.13
DG5536 9.4816 21.9090 6.854e-26 2.018e-27 9.969e-33 72.8938 800.38
DG5537 9.5511 22.0439 3.332e-16 2.752e-16 1.119e-16 55.7219 802.33
DG5538 9.4954 21.6302 2.372e-16 2.223e-16 9.721e-17 53.5246 798.44
DG5539 9.1787 22.0671 1.628e-16 1.371e-16 5.886e-17 73.6143 800.71
DG5540 9.2123 21.9648 7.568e-26 1.947e-27 1.028e-32 81.5911 801.68
DG5541 9.1798 22.0645 2.277e-16 1.850e-16 8.178e-17 49.5438 800.87
DG5542 24.8220 -19.0003 1.775e-15 1.533e-15 6.889e-16 462.7145 198.99
DG5543 24.9077 -19.3037 7.811e-26 2.153e-27 9.536e-33 263.8093 197.94
DG5544 25.4616 -18.9979 2.648e-15 2.124e-15 8.814e-16 224.1489 198.13
DG5545 24.6297 -19.0622 2.609e-15 2.400e-15 8.788e-16 197.4423 198.21
DG5546 24.5107 -19.0714 2.516e-15 2.152e-15 8.884e-16 191.4205 195.94
DG5547 24.5046 -19.0070 7.662e-26 2.011e-27 9.527e-33 288.2086 197.17
DG5548 25.4294 -19.3577 3.017e-15 2.255e-15 1.140e-15 252.9226 199.23
DG5549 24.3093 -19.2407 3.056e-15 2.280e-15 9.248e-16 198.8419 198.67
DG5550 -8.9706 -21.6993 2.232e-15 2.074e-15 8.523e-16 596.1739 155.06
DG5551 -8.6847 -21.5443 2.372e-15 1.932e-15 8.275e-16 279.6376 152.87
DG5552 -8.5326 -21.2881 3.882e-15 3.079e-15 1.295e-15 253.6304 153.17
DG5553 -8.8016 -21.2289 3.549e-15 2.625e-15 1.276e-15 238.6204 153.53
DG5554 -8.4606 -21.5575 3.240e-15 2.734e-15 1.257e-15 252.3112 154.47
DG5555 -8.9094 -22.2023 3.181e-15 2.719e-15 1.210e-15 248.8793 155.24
DG5556 -9.6069 -22.1409 5.478e-15 4.177e-15 1.597e-15 307.5223 154.98
DG5653 5.6603 -27.5306 2.563e-16 2.097e-16 8.666e-17 94.7254 570.29
DG5698 -23.2264 5.2480 2.412e-15 2.066e-15 8.434e-16 275.6126 227.21
DG5736 39.1061 -25.0563 5.250e-16 3.935e-16 1.751e-16 184.4867 390.19
DG5737 38.9655 -25.3788 5.323e-26 1.301e-27 6.404e-33 135.7778 389.22
DG5738 39.2816 -25.0588 5.285e-26 1.380e-27 6.166e-33 133.0475 390.1
DG5739 38.9210 -24.9267 7.706e-16 5.413e-16 2.335e-16 98.7874 389.45
DG5740 39.2088 -24.8796 6.774e-16 5.847e-16 2.368e-16 108.4322 389.19
DG5792 7.3778 -24.5710 3.773e-16 3.048e-16 1.339e-16 110.0338 497.79
